occurrenceID	organismQuantity	locationID	decimalLongitude	decimalLatitude	scientificName	taxonRank	materialSampleID
pacman_Nice03_02_CI_f93d1a6c	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_02_CI_f93d1a6c	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_02_CI_df212302	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_a97a2a32	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice02_01_CI_b9613ffe	30	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice07_01_CI_3fc54a9a	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_01_CI_f4c2cb62	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice01_02_CI_c73b41fd	30	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice04_01_CI_b9283f77	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice07_02_CI_46f3e243	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_02_CI_b640a2d8	30	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_01_CI_e93015b3	30	Nice03	7.2836251	43.6952017	Campanularia hincksii	species	Nice03_01
pacman_Nice03_02_CI_204dedd1	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_02_CI_ac38eda8	30	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_01_CI_88357de6	30	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_01
pacman_Nice06_01_CI_d0f5906d	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_f1853f7e	30	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice05_02_CI_9f0c8362	30	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_01_CI_1df72217	30	Nice03	7.2836251	43.6952017	Perforatus perforatus	species	Nice03_01
pacman_Nice02_02_CI_056fe0d6	30	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_01_CI_68f27387	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_02_CI_b9e224ee	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_01_CI_6a33459d	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_02_CI_f1569b43	30	Nice04	7.2938607	43.6864926	Dictyota fasciola	species	Nice04_02
pacman_Nice07_02_CI_0e79017b	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_02_CI_a0953e8d	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_01_CI_39f50732	30	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice03_01_CI_9eb3c6ea	30	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice04_02_CI_3597e591	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_02_CI_0ac60ac1	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_02_CI_1cfde13e	30	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
pacman_Nice03_01_CI_2ba98ff8	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_2b3c4964	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_02_CI_61c8a0fb	30	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_02
pacman_Nice03_01_CI_1ea11493	30	Nice03	7.2836251	43.6952017	Aiptasiogeton eruptaurantia	species	Nice03_01
pacman_Nice07_02_CI_95776554	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_01_CI_a042d4d9	30	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice07_02_CI_0e34282c	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_0e34282c	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_79df42cd	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_01_CI_f5818db1	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_0d282733	30	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice04_02_CI_72cbda7a	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_83f8202d	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_83f8202d	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_08656b79	30	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice06_01_CI_196ccfcf	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_49b3845b	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_eb0e4bf2	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_f0548d0b	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_f45fa6c0	30	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_6e3cf756	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_444d9a31	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_01_CI_ce632cff	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_0285655a	30	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_02_CI_eb896058	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_01_CI_84eea23a	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_02_CI_8dde9047	30	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_02
pacman_Nice07_02_CI_48e4213a	30	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_01_CI_811ef5b9	30	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_01_CI_90c67216	30	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_02_CI_1cf21633	29	Nice03	7.2836251	43.6952017	Oomycota	phylum	Nice03_02
pacman_Nice06_01_CI_d4552d40	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_a0972e37	29	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice01_01_CI_db8e8d3b	29	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_01
pacman_Nice04_02_CI_bb7b60fc	29	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice07_02_CI_ede98a49	29	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_02
pacman_Nice07_02_CI_75c609bd	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_01_CI_62e4225f	29	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice07_01_CI_241377f2	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice02_01_CI_166191a5	29	Nice02	7.2854731	43.6980647	Jassa slatteryi	species	Nice02_01
pacman_Nice07_01_CI_3ef24903	29	Nice07	7.2339643	43.6822367	Aureococcus anophagefferens	species	Nice07_01
pacman_Nice02_01_CI_03357ec4	29	Nice02	7.2854731	43.6980647	Dinophilidae	family	Nice02_01
pacman_Sweden01_CI_09024bb1	29	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice05_02_CI_5186cba1	29	Nice05	7.3083152	43.6895811	Dermatophagoides pteronyssinus	species	Nice05_02
pacman_Nice05_02_CI_a65b0e7f	29	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
pacman_Nice07_02_CI_d738c451	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_02_CI_201bf9e8	29	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_02
pacman_Nice05_02_CI_2854e16e	29	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_02_CI_704559bc	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_9a7858b1	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_02_CI_e81e7b55	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice01_01_CI_2919d1c5	29	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_01
pacman_Nice04_01_CI_b493941e	29	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice02_01_CI_24d61709	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice01_02_CI_b640a2d8	29	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_02_CI_6287edd3	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_02_CI_54439442	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice01_02_CI_7e40d030	29	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_02_CI_7782a39e	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_b406d621	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_01_CI_845ff148	29	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice07_02_CI_8d8be394	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_2c28f181	29	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice03_02_CI_4bef676b	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_5fe4bffb	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_02_CI_9bc02a3e	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_693f2794	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_4f248025	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_6806eef1	29	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_01_CI_5b1e6a61	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_ee4fb041	29	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice06_01_CI_53cc1b21	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_02_CI_220e5250	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_748d7eae	29	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_01
pacman_Nice02_01_CI_eb7f0db5	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_01_CI_b76f1845	29	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice04_01_CI_bacd7cd3	29	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_01_CI_89cd76c8	29	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice03_01_CI_e9907430	29	Nice03	7.2836251	43.6952017	Boops boops	species	Nice03_01
pacman_Nice06_01_CI_fcf3bda7	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_51b97305	29	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_01_CI_992bfdb3	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_b73956fa	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_cfb64fe3	29	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_01_CI_61809753	29	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice03_01_CI_f8d69ec7	29	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice03_01_CI_ed5f9c3d	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_8566700a	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_02_CI_b92f4d05	29	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice05_02_CI_dd125117	29	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_02_CI_0216235e	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_02_CI_692cd31a	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_796f3ea2	29	Nice06	7.2759908	43.6943859	Pelagibacteraceae bacterium	species	Nice06_01
pacman_Nice07_02_CI_b72a72e7	29	Nice07	7.2339643	43.6822367	Homo sapiens	species	Nice07_02
pacman_Nice03_02_CI_48e4213a	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_02_CI_bcee6c47	29	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_02_CI_90c67216	29	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_01_CI_993e476c	29	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_1a76c23b	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice02_01_CI_c5d14ffe	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_02_CI_70bf5f28	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_02_CI_6420de6a	28	Nice03	7.2836251	43.6952017	Sciaena umbra	species	Nice03_02
pacman_Nice07_01_CI_93784377	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice05_01_CI_8c21040b	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice04_02_CI_60c0e7f4	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice06_02_CI_60c0e7f4	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_02_CI_d99f7f38	28	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice05_02_CI_84172d75	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_01_CI_306fd689	28	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_01
pacman_Nice03_02_CI_4e6578f1	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_864f183b	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_02_CI_3e9b871e	28	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_02
pacman_Nice01_01_CI_73dc55f5	28	Nice01	7.2902988	43.6921280	Bonnemaisonia hamifera	species	Nice01_01
pacman_Nice07_02_CI_5e5783d1	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_02_CI_e76bb47b	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_e76bb47b	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_01_CI_d1241203	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_02_CI_2854e16e	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_01_CI_df212302	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_01_CI_ee5380aa	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_487e5237	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_62171cec	28	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_02
pacman_Nice06_02_CI_20c8ecde	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_02_CI_c669591d	28	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_02_CI_93a28a1e	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_f1b7710c	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice01_02_CI_e9cfa48f	28	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice02_02_CI_ddeb2c9c	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice01_02_CI_4d3d31e4	28	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_02_CI_4d3d31e4	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_02_CI_1a76e1a4	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_1a76e1a4	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_01_CI_8b03016a	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice07_01_CI_5d12a210	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_a9d38c9d	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_8169f505	28	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_02
pacman_Nice03_02_CI_8954e529	28	Nice03	7.2836251	43.6952017	Jassa marmorata	species	Nice03_02
pacman_Nice07_01_CI_5c1c650d	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice07_02_CI_d0f5906d	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice04_02_CI_78dc4a74	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_9f0c8362	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_02_CI_bb804294	28	Nice07	7.2339643	43.6822367	Octactis speculum	species	Nice07_02
pacman_Nice05_02_CI_e7eddabf	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice05_02_CI_b406d621	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice04_01_CI_34aad9e5	28	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_01
pacman_Nice07_02_CI_fd034f27	28	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_02
pacman_Nice04_02_CI_d4d5c112	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice06_02_CI_9bc02a3e	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_02_CI_ec0c8e36	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_c52d5e8f	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_d075d03c	28	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_01
pacman_Nice06_01_CI_24653457	28	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice02_01_CI_1c7b9de8	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice07_02_CI_267c6a36	28	Nice07	7.2339643	43.6822367	Bangia fuscopurpurea	species	Nice07_02
pacman_Nice06_01_CI_98f83a5b	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_b8f5b03c	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_b8f5b03c	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_a769203b	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_02_CI_faa25c0f	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_02_CI_6bad4a6e	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_02_CI_f26ef7c4	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_01_CI_cc8d15e8	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice07_02_CI_5bc9268a	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice04_02_CI_680fa5b1	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice02_02_CI_89cd76c8	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_4c23c2c5	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_01_CI_516688e4	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_b56f3dc6	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_75e40358	28	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice02_02_CI_e53b808f	28	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_02
pacman_Nice07_02_CI_196ccfcf	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_01_CI_4826a991	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_02_CI_ac515a23	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_a0dc37a4	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice05_02_CI_db91770a	28	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_e1ff558e	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_f2b7c0b2	28	Nice02	7.2854731	43.6980647	Chaetoceros anastomosans	species	Nice02_01
pacman_Nice06_02_CI_f58c66ce	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_01_CI_f58c66ce	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_df79852b	28	Nice03	7.2836251	43.6952017	Arthropoda	phylum	Nice03_01
pacman_Nice06_01_CI_2eb67fc1	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_01_CI_e6d5caa8	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_01_CI_40daa913	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_c1d4af82	28	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice02_02_CI_476e6c9f	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice01_01_CI_4380a619	28	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice03_01_CI_94b99279	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_3d40654c	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice01_02_CI_8dde9047	28	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_02
pacman_Nice02_02_CI_d541486b	28	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_01_CI_3293e3b4	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_d8c4afc3	28	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice01_01_CI_237ca3ec	28	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice07_02_CI_4e0c89b0	28	Nice07	7.2339643	43.6822367	Lophosiphonia obscura	species	Nice07_02
pacman_Nice03_01_CI_51142b0a	28	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_c8bbf0a7	28	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_01_CI_630cfe2d	28	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_171e9e7c	27	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice05_02_CI_b165bc59	27	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_01_CI_360f4b1d	27	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_069628a3	27	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_01_CI_314c2a3d	27	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_02_CI_b3629c66	27	Nice07	7.2339643	43.6822367	Ceramiales	order	Nice07_02
pacman_Nice01_01_CI_943e2210	27	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice07_01_CI_943e2210	27	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_01_CI_e282038b	27	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_01_CI_84172d75	27	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice02_01_CI_b38e9d44	27	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice05_02_CI_241377f2	27	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_02_CI_ad828409	27	Nice07	7.2339643	43.6822367	Phaeophyceae	class	Nice07_02
pacman_Nice03_02_CI_f474b424	27	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_02_CI_bb999906	27	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_01_CI_7989699e	27	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Sweden01_CI_27211153	27	Sweden01	17.369983	60.65555	Incertae sedis		Sweden01
pacman_Nice01_01_CI_a979fc06	27	Nice01	7.2902988	43.6921280	Gelidium crinale	species	Nice01_01
pacman_Nice02_01_CI_e66a2bc2	27	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
