occurrenceID	materialSampleID	decimalLongitude	decimalLatitude	scientificName	taxonRank	organismQuantity
wilderlab_Nice07_01_BX_1ceb13ab	Nice07_01	7.2339643	43.6822367	Megabalanus	genus	18
wilderlab_Nice07_02_BX_1ceb13ab	Nice07_02	7.2339643	43.6822367	Megabalanus	genus	15
wilderlab_Nice01_02_WV_58b32677	Nice01_02	7.2902988	43.6921280	Obelia	genus	38
wilderlab_Sweden01_BX_7744b537	Sweden01	17.42194444	60.74250000	Pseudopedinella	genus	38
wilderlab_Nice07_02_UM_2a64b795	Nice07_02	7.2339643	43.6822367	Prevotella	genus	37
wilderlab_Nice01_02_UM_351aa1d4	Nice01_02	7.2902988	43.6921280	Psychrosphaera	genus	7
wilderlab_Nice02_01_UM_351aa1d4	Nice02_01	7.2854731	43.6980647	Psychrosphaera	genus	6
wilderlab_Nice03_02_UM_351aa1d4	Nice03_02	7.2836251	43.6952017	Psychrosphaera	genus	5
wilderlab_Nice06_01_UM_351aa1d4	Nice06_01	7.2759908	43.6943859	Psychrosphaera	genus	7
wilderlab_Nice06_02_UM_351aa1d4	Nice06_02	7.2759908	43.6943859	Psychrosphaera	genus	5
wilderlab_Nice07_02_UM_351aa1d4	Nice07_02	7.2339643	43.6822367	Psychrosphaera	genus	7
wilderlab_Nice05_01_WV_107575aa	Nice05_01	7.3083152	43.6895811	Turritopsis	genus	37
wilderlab_Nice01_02_UM_1a12e3f2	Nice01_02	7.2902988	43.6921280	Halodesulfovibrio	genus	8
wilderlab_Nice04_01_UM_1a12e3f2	Nice04_01	7.2938607	43.6864926	Halodesulfovibrio	genus	21
wilderlab_Nice05_01_UM_1a12e3f2	Nice05_01	7.3083152	43.6895811	Halodesulfovibrio	genus	8
wilderlab_Nice02_02_RV_e0073988	Nice02_02	7.2854731	43.6980647	Chelon	genus	37
wilderlab_Nice07_02_UM_cdd9ca18	Nice07_02	7.2339643	43.6822367	Alistipes	genus	36
wilderlab_Nice07_02_UM_d7f44eb4	Nice07_02	7.2339643	43.6822367	Roseburia	genus	36
wilderlab_Nice07_01_UM_128645b0	Nice07_01	7.2339643	43.6822367	Sutterella	genus	7
wilderlab_Nice07_02_UM_128645b0	Nice07_02	7.2339643	43.6822367	Sutterella	genus	29
wilderlab_Nice01_01_BX_6e2a1a90	Nice01_01	7.2902988	43.6921280	Cephalothrix	genus	11
wilderlab_Nice01_02_BX_6e2a1a90	Nice01_02	7.2902988	43.6921280	Cephalothrix	genus	12
wilderlab_Nice07_01_BX_6e2a1a90	Nice07_01	7.2339643	43.6822367	Cephalothrix	genus	6
wilderlab_Nice07_02_BX_6e2a1a90	Nice07_02	7.2339643	43.6822367	Cephalothrix	genus	7
wilderlab_Nice02_02_UM_b7d010e0	Nice02_02	7.2854731	43.6980647	Labrenzia	genus	19
wilderlab_Nice04_01_UM_b7d010e0	Nice04_01	7.2938607	43.6864926	Labrenzia	genus	17
wilderlab_Nice02_01_GF_fe05dd96	Nice02_01	7.2854731	43.6980647	Ulva	genus	13
wilderlab_Nice02_02_GF_fe05dd96	Nice02_02	7.2854731	43.6980647	Ulva	genus	23
wilderlab_Nice04_02_UM_96280fec	Nice04_02	7.2938607	43.6864926	Halioglobus	genus	36
wilderlab_Nice06_01_RV_633328dd	Nice06_01	7.2759908	43.6943859	Parablennius	genus	36
wilderlab_Nice02_01_CI_610e9e70	Nice02_01	7.2854731	43.6980647	Aglaophenia	genus	10
wilderlab_Nice07_02_CI_610e9e70	Nice07_02	7.2339643	43.6822367	Aglaophenia	genus	25
wilderlab_Nice02_01_UM_6b8e8d1e	Nice02_01	7.2854731	43.6980647	Desulfovibrio	genus	11
wilderlab_Nice07_02_UM_6b8e8d1e	Nice07_02	7.2339643	43.6822367	Desulfovibrio	genus	24
wilderlab_Nice03_02_UM_ed478f73	Nice03_02	7.2836251	43.6952017	Anaerostipes	genus	12
wilderlab_Nice07_02_UM_ed478f73	Nice07_02	7.2339643	43.6822367	Anaerostipes	genus	23
wilderlab_Nice07_01_UM_869799a6	Nice07_01	7.2339643	43.6822367	Eubacterium	genus	14
wilderlab_Nice07_02_UM_869799a6	Nice07_02	7.2339643	43.6822367	Eubacterium	genus	21
wilderlab_Nice07_01_UM_4b95196a	Nice07_01	7.2339643	43.6822367	Fusobacterium	genus	9
wilderlab_Nice07_02_UM_4b95196a	Nice07_02	7.2339643	43.6822367	Fusobacterium	genus	19
wilderlab_Sweden01_UM_4b95196a	Sweden01	17.42194444	60.74250000	Fusobacterium	genus	7
wilderlab_Nice07_01_UM_be528e75	Nice07_01	7.2339643	43.6822367	Prevotella	genus	16
wilderlab_Nice07_02_UM_be528e75	Nice07_02	7.2339643	43.6822367	Prevotella	genus	19
wilderlab_Nice01_02_UM_caf0e471	Nice01_02	7.2902988	43.6921280	Temperatibacter	genus	20
wilderlab_Nice05_01_UM_caf0e471	Nice05_01	7.3083152	43.6895811	Temperatibacter	genus	15
wilderlab_Nice07_02_UM_5ce23dd0	Nice07_02	7.2339643	43.6822367	Bdellovibrio	genus	27
wilderlab_Sweden01_UM_5ce23dd0	Sweden01	17.42194444	60.74250000	Bdellovibrio	genus	7
wilderlab_Nice01_01_UM_2e300573	Nice01_01	7.2902988	43.6921280	Lentisphaera	genus	11
wilderlab_Nice01_02_UM_2e300573	Nice01_02	7.2902988	43.6921280	Lentisphaera	genus	5
wilderlab_Nice04_02_UM_2e300573	Nice04_02	7.2938607	43.6864926	Lentisphaera	genus	6
wilderlab_Nice05_02_UM_2e300573	Nice05_02	7.3083152	43.6895811	Lentisphaera	genus	7
wilderlab_Nice07_02_UM_2e300573	Nice07_02	7.2339643	43.6822367	Lentisphaera	genus	5
wilderlab_Nice01_01_UM_d45df97d	Nice01_01	7.2902988	43.6921280	Flammeovirga	genus	12
wilderlab_Nice01_02_UM_d45df97d	Nice01_02	7.2902988	43.6921280	Flammeovirga	genus	7
wilderlab_Nice04_01_UM_d45df97d	Nice04_01	7.2938607	43.6864926	Flammeovirga	genus	8
wilderlab_Nice04_02_UM_d45df97d	Nice04_02	7.2938607	43.6864926	Flammeovirga	genus	7
wilderlab_Nice04_01_CI_83280ae0	Nice04_01	7.2938607	43.6864926	Aglaophenia	genus	13
wilderlab_Nice04_02_CI_83280ae0	Nice04_02	7.2938607	43.6864926	Aglaophenia	genus	21
wilderlab_Nice02_01_BX_7d09eee7	Nice02_01	7.2854731	43.6980647	Macoma	genus	28
wilderlab_Nice02_02_BX_7d09eee7	Nice02_02	7.2854731	43.6980647	Macoma	genus	6
wilderlab_Nice02_01_BX_5be7e46d	Nice02_01	7.2854731	43.6980647	Folliculina	genus	28
wilderlab_Nice02_02_BX_5be7e46d	Nice02_02	7.2854731	43.6980647	Folliculina	genus	6
wilderlab_Nice05_02_UM_c6955803	Nice05_02	7.3083152	43.6895811	Coraliomargarita	genus	34
wilderlab_Sweden01_LM_eb550135	Sweden01	17.42194444	60.74250000	Liparis	genus	34
wilderlab_Nice07_01_CI_d91fdd0a	Nice07_01	7.2339643	43.6822367	Platynereis	genus	11
wilderlab_Nice07_02_CI_d91fdd0a	Nice07_02	7.2339643	43.6822367	Platynereis	genus	22
wilderlab_Nice07_02_UM_72797002	Nice07_02	7.2339643	43.6822367	Alistipes	genus	33
wilderlab_Nice07_02_UM_e926c6d1	Nice07_02	7.2339643	43.6822367	Megamonas	genus	33
wilderlab_Nice07_01_UM_228fcd3d	Nice07_01	7.2339643	43.6822367	Nitrosomonas	genus	21
wilderlab_Nice07_02_UM_228fcd3d	Nice07_02	7.2339643	43.6822367	Nitrosomonas	genus	12
wilderlab_Nice01_01_UM_8acac2c3	Nice01_01	7.2902988	43.6921280	Shewanella	genus	10
wilderlab_Nice05_01_UM_8acac2c3	Nice05_01	7.3083152	43.6895811	Shewanella	genus	11
wilderlab_Nice05_02_UM_8acac2c3	Nice05_02	7.3083152	43.6895811	Shewanella	genus	12
wilderlab_Nice03_01_BX_7cc65577	Nice03_01	7.2836251	43.6952017	Exogone	genus	19
wilderlab_Nice06_01_BX_7cc65577	Nice06_01	7.2759908	43.6943859	Exogone	genus	9
wilderlab_Nice07_01_BX_7cc65577	Nice07_01	7.2339643	43.6822367	Exogone	genus	5
wilderlab_Nice01_02_WV_d64afc26	Nice01_02	7.2902988	43.6921280	Tedania	genus	10
wilderlab_Nice04_01_WV_d64afc26	Nice04_01	7.2938607	43.6864926	Tedania	genus	15
wilderlab_Nice04_02_WV_d64afc26	Nice04_02	7.2938607	43.6864926	Tedania	genus	8
wilderlab_Sweden01_CI_c6158291	Sweden01	17.42194444	60.74250000	Synchaeta	genus	33
wilderlab_Nice03_01_UM_35335211	Nice03_01	7.2836251	43.6952017	Brevundimonas	genus	17
wilderlab_Nice07_02_UM_35335211	Nice07_02	7.2339643	43.6822367	Brevundimonas	genus	15
wilderlab_Nice01_02_BX_63ff800c	Nice01_02	7.2902988	43.6921280	Euduboscquella	genus	9
wilderlab_Nice04_01_BX_63ff800c	Nice04_01	7.2938607	43.6864926	Euduboscquella	genus	6
wilderlab_Nice04_02_BX_63ff800c	Nice04_02	7.2938607	43.6864926	Euduboscquella	genus	6
wilderlab_Nice07_02_BX_63ff800c	Nice07_02	7.2339643	43.6822367	Euduboscquella	genus	11
wilderlab_Nice01_01_UM_1dccd6ae	Nice01_01	7.2902988	43.6921280	Chromohalobacter	genus	11
wilderlab_Nice04_02_UM_1dccd6ae	Nice04_02	7.2938607	43.6864926	Chromohalobacter	genus	21
wilderlab_Nice07_01_UM_55ad16bf	Nice07_01	7.2339643	43.6822367	Aquaspirillum	genus	32
wilderlab_Nice06_02_WV_0355efbc	Nice06_02	7.2759908	43.6943859	Eleutheria	genus	32
wilderlab_Nice06_01_HD_7aa511d4	Nice06_01	7.2759908	43.6943859	Centropages	genus	32
wilderlab_Nice02_01_UM_6db8ffaf	Nice02_01	7.2854731	43.6980647	Thalassotalea	genus	32
wilderlab_Nice07_02_UM_10ef5cfa	Nice07_02	7.2339643	43.6822367	Halobacteriovorax	genus	31
wilderlab_Nice01_01_GF_23f6f9d7	Nice01_01	7.2902988	43.6921280	Prorocentrum	genus	7
wilderlab_Nice01_02_GF_23f6f9d7	Nice01_02	7.2902988	43.6921280	Prorocentrum	genus	12
wilderlab_Nice03_02_GF_23f6f9d7	Nice03_02	7.2836251	43.6952017	Prorocentrum	genus	7
wilderlab_Nice06_01_GF_23f6f9d7	Nice06_01	7.2759908	43.6943859	Prorocentrum	genus	5
wilderlab_Nice05_01_WV_108ec49e	Nice05_01	7.3083152	43.6895811	Diplodus	genus	31
wilderlab_Nice07_02_WV_0d0d7b9c	Nice07_02	7.2339643	43.6822367	Agalma	genus	30
wilderlab_Nice07_01_UM_74e3e9b1	Nice07_01	7.2339643	43.6822367	Romboutsia	genus	12
wilderlab_Nice07_02_UM_74e3e9b1	Nice07_02	7.2339643	43.6822367	Romboutsia	genus	18
wilderlab_Nice07_01_UM_fa6b28d7	Nice07_01	7.2339643	43.6822367	Parasutterella	genus	15
wilderlab_Nice07_02_UM_fa6b28d7	Nice07_02	7.2339643	43.6822367	Parasutterella	genus	15
wilderlab_Nice03_01_GF_c198bf11	Nice03_01	7.2836251	43.6952017	Ulva	genus	21
wilderlab_Nice03_02_GF_c198bf11	Nice03_02	7.2836251	43.6952017	Ulva	genus	9
wilderlab_Nice03_02_UM_41eb527a	Nice03_02	7.2836251	43.6952017	Francisella	genus	30
wilderlab_Nice02_01_UM_69ad8720	Nice02_01	7.2854731	43.6980647	Ekhidna	genus	30
wilderlab_Nice07_02_BX_0bf3a858	Nice07_02	7.2339643	43.6822367	Amoebophrya	genus	29
wilderlab_Nice01_01_GF_fa9bc6a1	Nice01_01	7.2902988	43.6921280	Paraleucilla	genus	14
wilderlab_Nice01_02_GF_fa9bc6a1	Nice01_02	7.2902988	43.6921280	Paraleucilla	genus	10
wilderlab_Nice04_01_GF_fa9bc6a1	Nice04_01	7.2938607	43.6864926	Paraleucilla	genus	5
wilderlab_Nice01_01_GF_230c8051	Nice01_01	7.2902988	43.6921280	Clathrina	genus	7
wilderlab_Nice01_02_GF_230c8051	Nice01_02	7.2902988	43.6921280	Clathrina	genus	22
wilderlab_Nice02_01_CI_a596b798	Nice02_01	7.2854731	43.6980647	Cylindrotheca	genus	8
wilderlab_Nice03_01_CI_a596b798	Nice03_01	7.2836251	43.6952017	Cylindrotheca	genus	21
wilderlab_Sweden01_HD_e09b6ea2	Sweden01	17.42194444	60.74250000	Asellus	genus	29
wilderlab_Sweden01_UM_102c43bc	Sweden01	17.42194444	60.74250000	Novosphingobium	genus	29
wilderlab_Nice03_02_WV_9c018045	Nice03_02	7.2836251	43.6952017	Sarpa	genus	29
wilderlab_Nice02_01_UM_e85235fe	Nice02_01	7.2854731	43.6980647	Thiomicrorhabdus	genus	21
wilderlab_Nice03_02_UM_e85235fe	Nice03_02	7.2836251	43.6952017	Thiomicrorhabdus	genus	8
wilderlab_Nice07_02_UM_494d479c	Nice07_02	7.2339643	43.6822367	Streptococcus	genus	28
wilderlab_Nice01_02_UM_00495927	Nice01_02	7.2902988	43.6921280	Pseudomonas	genus	28
wilderlab_Nice07_02_UM_aea615b6	Nice07_02	7.2339643	43.6822367	Bacteroides	genus	27
wilderlab_Nice01_02_GF_e73b6303	Nice01_02	7.2902988	43.6921280	Clathrina	genus	9
wilderlab_Nice06_02_GF_e73b6303	Nice06_02	7.2759908	43.6943859	Clathrina	genus	11
wilderlab_Nice07_02_GF_e73b6303	Nice07_02	7.2339643	43.6822367	Clathrina	genus	7
wilderlab_Nice04_01_BX_c8b2e75a	Nice04_01	7.2938607	43.6864926	Tintinnopsis	genus	9
wilderlab_Nice05_02_BX_c8b2e75a	Nice05_02	7.3083152	43.6895811	Tintinnopsis	genus	18
wilderlab_Nice03_02_GF_aa3efe5e	Nice03_02	7.2836251	43.6952017	Micromonas	genus	27
wilderlab_Nice02_01_UM_f2274b7a	Nice02_01	7.2854731	43.6980647	Roseburia	genus	27
wilderlab_Nice07_02_UM_da2f9e22	Nice07_02	7.2339643	43.6822367	Mitsuokella	genus	26
wilderlab_Nice07_02_BX_32a7b9b7	Nice07_02	7.2339643	43.6822367	Sycon	genus	26
wilderlab_Nice02_02_BX_c1226155	Nice02_02	7.2854731	43.6980647	Guinardia	genus	9
wilderlab_Nice05_01_BX_c1226155	Nice05_01	7.3083152	43.6895811	Guinardia	genus	8
wilderlab_Nice05_02_BX_c1226155	Nice05_02	7.3083152	43.6895811	Guinardia	genus	9
wilderlab_Nice02_02_UM_f4499517	Nice02_02	7.2854731	43.6980647	Rickettsia	genus	26
wilderlab_Sweden01_UM_9d5d12bc	Sweden01	17.42194444	60.74250000	Lishizhenia	genus	26
wilderlab_Sweden01_BX_62bf2b06	Sweden01	17.42194444	60.74250000	Diaphanoeca	genus	26
wilderlab_Nice03_02_GF_66a8a3f0	Nice03_02	7.2836251	43.6952017	Karlodinium	genus	14
wilderlab_Nice06_01_GF_66a8a3f0	Nice06_01	7.2759908	43.6943859	Karlodinium	genus	12
wilderlab_Nice02_01_BX_74168069	Nice02_01	7.2854731	43.6980647	Paragymnodinium	genus	13
wilderlab_Nice06_01_BX_74168069	Nice06_01	7.2759908	43.6943859	Paragymnodinium	genus	13
wilderlab_Nice02_01_UM_3364bf69	Nice02_01	7.2854731	43.6980647	Flavobacterium	genus	26
wilderlab_Nice01_02_UM_e92832e6	Nice01_02	7.2902988	43.6921280	Aureispira	genus	9
wilderlab_Nice04_02_UM_e92832e6	Nice04_02	7.2938607	43.6864926	Aureispira	genus	6
wilderlab_Nice07_02_UM_e92832e6	Nice07_02	7.2339643	43.6822367	Aureispira	genus	10
wilderlab_Nice07_01_BX_ea3b4cb6	Nice07_01	7.2339643	43.6822367	Leptosynapta	genus	18
wilderlab_Nice07_02_BX_ea3b4cb6	Nice07_02	7.2339643	43.6822367	Leptosynapta	genus	7
wilderlab_Nice07_01_UM_b430e012	Nice07_01	7.2339643	43.6822367	Selenomonas	genus	25
wilderlab_Nice02_02_BX_e6e3e7ac	Nice02_02	7.2854731	43.6980647	Crisia	genus	6
wilderlab_Nice04_01_BX_e6e3e7ac	Nice04_01	7.2938607	43.6864926	Crisia	genus	9
wilderlab_Nice07_01_BX_e6e3e7ac	Nice07_01	7.2339643	43.6822367	Crisia	genus	10
wilderlab_Nice05_01_WV_26bde8d7	Nice05_01	7.3083152	43.6895811	Sertularella	genus	7
wilderlab_Nice05_02_WV_26bde8d7	Nice05_02	7.3083152	43.6895811	Sertularella	genus	18
wilderlab_Nice02_02_WV_b335943a	Nice02_02	7.2854731	43.6980647	Bougainvillia	genus	25
wilderlab_Nice03_01_BX_56547759	Nice03_01	7.2836251	43.6952017	Caecitellus	genus	17
wilderlab_Nice03_02_BX_56547759	Nice03_02	7.2836251	43.6952017	Caecitellus	genus	8
wilderlab_Nice02_01_UM_793ab46e	Nice02_01	7.2854731	43.6980647	Eudoraea	genus	25
wilderlab_Nice07_02_RV_ea21456d	Nice07_02	7.2339643	43.6822367	Oedalechilus	genus	24
wilderlab_Nice01_01_UM_eec53c73	Nice01_01	7.2902988	43.6921280	Mesonia	genus	16
wilderlab_Nice02_02_UM_eec53c73	Nice02_02	7.2854731	43.6980647	Mesonia	genus	8
wilderlab_Nice02_02_BX_b3326173	Nice02_02	7.2854731	43.6980647	Rhinosporidium	genus	24
wilderlab_Nice02_02_BX_437d4fb8	Nice02_02	7.2854731	43.6980647	Ansanella	genus	24
wilderlab_Nice02_01_BX_2327dd26	Nice02_01	7.2854731	43.6980647	Spirorbis	genus	7
wilderlab_Nice03_01_BX_2327dd26	Nice03_01	7.2836251	43.6952017	Spirorbis	genus	12
wilderlab_Nice03_02_BX_2327dd26	Nice03_02	7.2836251	43.6952017	Spirorbis	genus	5
wilderlab_Nice02_01_CI_66727961	Nice02_01	7.2854731	43.6980647	Cephalothrix	genus	9
wilderlab_Nice07_02_CI_66727961	Nice07_02	7.2339643	43.6822367	Cephalothrix	genus	14
wilderlab_Nice07_02_UM_5dee66c5	Nice07_02	7.2339643	43.6822367	Flavobacterium	genus	23
wilderlab_Nice02_01_UM_4f64deeb	Nice02_01	7.2854731	43.6980647	Bacteriovorax	genus	9
wilderlab_Nice07_02_UM_4f64deeb	Nice07_02	7.2339643	43.6822367	Bacteriovorax	genus	14
wilderlab_Nice02_01_UM_bfecdfb9	Nice02_01	7.2854731	43.6980647	Thiovirga	genus	7
wilderlab_Nice03_01_UM_bfecdfb9	Nice03_01	7.2836251	43.6952017	Thiovirga	genus	9
wilderlab_Nice03_02_UM_bfecdfb9	Nice03_02	7.2836251	43.6952017	Thiovirga	genus	7
wilderlab_Nice01_01_BX_0d25360b	Nice01_01	7.2902988	43.6921280	Telonema	genus	23
wilderlab_Nice07_01_UM_60e28801	Nice07_01	7.2339643	43.6822367	Acidaminococcus	genus	23
wilderlab_Nice04_02_UM_5520238d	Nice04_02	7.2938607	43.6864926	Halobacteriovorax	genus	15
wilderlab_Nice05_01_UM_5520238d	Nice05_01	7.3083152	43.6895811	Halobacteriovorax	genus	8
wilderlab_Nice02_02_CI_02bb048a	Nice02_02	7.2854731	43.6980647	Melosira	genus	23
wilderlab_Nice03_02_UM_0279a50e	Nice03_02	7.2836251	43.6952017	Sphingomonas	genus	23
wilderlab_Nice03_02_UM_b5c66476	Nice03_02	7.2836251	43.6952017	Thalassolituus	genus	23
wilderlab_Nice07_02_UM_4a968a0d	Nice07_02	7.2339643	43.6822367	Clostridium	genus	22
wilderlab_Nice07_02_UM_8b3bfa69	Nice07_02	7.2339643	43.6822367	Anaerotignum	genus	22
wilderlab_Nice07_01_UM_b4e9a8ff	Nice07_01	7.2339643	43.6822367	Sebaldella	genus	6
wilderlab_Nice07_02_UM_b4e9a8ff	Nice07_02	7.2339643	43.6822367	Sebaldella	genus	16
wilderlab_Nice02_01_UM_71e717fa	Nice02_01	7.2854731	43.6980647	Desulfovibrio	genus	9
wilderlab_Nice07_02_UM_71e717fa	Nice07_02	7.2339643	43.6822367	Desulfovibrio	genus	13
wilderlab_Nice07_01_UM_05d4a9cc	Nice07_01	7.2339643	43.6822367	Prevotella	genus	11
wilderlab_Nice07_02_UM_05d4a9cc	Nice07_02	7.2339643	43.6822367	Prevotella	genus	11
wilderlab_Nice07_01_UM_9b9a6d89	Nice07_01	7.2339643	43.6822367	Moraxella	genus	22
wilderlab_Nice05_01_WV_21826f80	Nice05_01	7.3083152	43.6895811	Sertularella	genus	22
wilderlab_Nice02_01_CI_bdfed76e	Nice02_01	7.2854731	43.6980647	Wrangelia	genus	11
wilderlab_Nice04_01_CI_bdfed76e	Nice04_01	7.2938607	43.6864926	Wrangelia	genus	11
wilderlab_Nice02_01_UM_d3d7984f	Nice02_01	7.2854731	43.6980647	Francisella	genus	13
wilderlab_Nice02_02_UM_d3d7984f	Nice02_02	7.2854731	43.6980647	Francisella	genus	9
wilderlab_Nice02_02_GF_ff10607f	Nice02_02	7.2854731	43.6980647	Prorocentrum	genus	22
wilderlab_Nice04_02_UM_c7103517	Nice04_02	7.2938607	43.6864926	Hirschia	genus	22
wilderlab_Sweden01_UM_8dbf34bd	Sweden01	17.42194444	60.74250000	Shewanella	genus	22
wilderlab_Nice03_02_WV_755ae2a6	Nice03_02	7.2836251	43.6952017	Diplodus	genus	22
wilderlab_Nice03_02_LM_3d889afc	Nice03_02	7.2836251	43.6952017	Synodus	genus	22
wilderlab_Nice02_01_UM_2678e527	Nice02_01	7.2854731	43.6980647	Oceanospirillum	genus	22
wilderlab_Nice02_01_UM_ffc6e33e	Nice02_01	7.2854731	43.6980647	Nitrospira	genus	22
wilderlab_Nice07_02_UM_3dbc516e	Nice07_02	7.2339643	43.6822367	Ferribacterium	genus	21
wilderlab_Nice07_02_UM_bbfcbcb6	Nice07_02	7.2339643	43.6822367	Phocaeicola	genus	21
wilderlab_Nice01_02_BX_d65739d6	Nice01_02	7.2902988	43.6921280	Salvatoria	genus	12
wilderlab_Nice07_02_BX_d65739d6	Nice07_02	7.2339643	43.6822367	Salvatoria	genus	9
wilderlab_Nice04_01_GF_ae019ede	Nice04_01	7.2938607	43.6864926	Clathrina	genus	5
wilderlab_Nice04_02_GF_ae019ede	Nice04_02	7.2938607	43.6864926	Clathrina	genus	7
wilderlab_Nice05_01_GF_ae019ede	Nice05_01	7.3083152	43.6895811	Clathrina	genus	9
wilderlab_Nice07_01_CI_8dc62e54	Nice07_01	7.2339643	43.6822367	Patella	genus	21
wilderlab_Nice05_01_WV_11ce92b9	Nice05_01	7.3083152	43.6895811	Sarpa	genus	21
wilderlab_Nice04_01_UM_7bb17607	Nice04_01	7.2938607	43.6864926	Ekhidna	genus	21
wilderlab_Nice04_01_UM_5f31147d	Nice04_01	7.2938607	43.6864926	Halomonas	genus	12
wilderlab_Nice04_02_UM_5f31147d	Nice04_02	7.2938607	43.6864926	Halomonas	genus	9
wilderlab_Nice03_01_UM_3e06b178	Nice03_01	7.2836251	43.6952017	Azospira	genus	21
wilderlab_Sweden01_UM_f4b265ce	Sweden01	17.42194444	60.74250000	Pseudolabrys	genus	21
wilderlab_Nice03_02_RV_c5fc0796	Nice03_02	7.2836251	43.6952017	Dicentrarchus	genus	21
wilderlab_Nice07_02_CI_2cf5488c	Nice07_02	7.2339643	43.6822367	Patella	genus	20
wilderlab_Nice07_02_UM_50fc5e06	Nice07_02	7.2339643	43.6822367	Halobacteriovorax	genus	20
wilderlab_Nice01_01_CI_62e91e1a	Nice01_01	7.2902988	43.6921280	Rhizorhagium	genus	20
wilderlab_Nice01_01_BX_29d365f7	Nice01_01	7.2902988	43.6921280	Coolia	genus	5
wilderlab_Nice05_01_BX_29d365f7	Nice05_01	7.3083152	43.6895811	Coolia	genus	7
wilderlab_Nice05_02_BX_29d365f7	Nice05_02	7.3083152	43.6895811	Coolia	genus	8
wilderlab_Nice06_02_UM_df56ee35	Nice06_02	7.2759908	43.6943859	Aestuariispira	genus	20
wilderlab_Nice01_02_UM_b5f362da	Nice01_02	7.2902988	43.6921280	Halomonas	genus	20
wilderlab_Nice04_01_HD_2aa1e72f	Nice04_01	7.2938607	43.6864926	Plumularia	genus	20
wilderlab_Nice02_02_UM_91786adb	Nice02_02	7.2854731	43.6980647	Ostreococcus	genus	20
wilderlab_Nice02_01_UM_726e27d2	Nice02_01	7.2854731	43.6980647	Pseudoflavonifractor	genus	20
wilderlab_Nice02_01_BX_1c9b24fd	Nice02_01	7.2854731	43.6980647	Halichaetoderma	genus	20
wilderlab_Nice07_02_UM_d1d7b5c0	Nice07_02	7.2339643	43.6822367	Bilophila	genus	19
wilderlab_Nice07_02_UM_2d268134	Nice07_02	7.2339643	43.6822367	Victivallis	genus	19
wilderlab_Nice01_01_GF_b737c57c	Nice01_01	7.2902988	43.6921280	Pedospumella	genus	5
wilderlab_Nice01_02_GF_b737c57c	Nice01_02	7.2902988	43.6921280	Pedospumella	genus	7
wilderlab_Nice02_02_GF_b737c57c	Nice02_02	7.2854731	43.6980647	Pedospumella	genus	7
wilderlab_Nice07_01_HD_913f5565	Nice07_01	7.2339643	43.6822367	Aglaophenia	genus	19
wilderlab_Nice04_02_GF_66cfc1cf	Nice04_02	7.2938607	43.6864926	Sycon	genus	8
wilderlab_Nice07_01_GF_66cfc1cf	Nice07_01	7.2339643	43.6822367	Sycon	genus	11
wilderlab_Nice06_01_GF_497ffdcd	Nice06_01	7.2759908	43.6943859	Malassezia	genus	19
wilderlab_Nice05_01_UM_54b11186	Nice05_01	7.3083152	43.6895811	Lewinella	genus	14
wilderlab_Nice05_02_UM_54b11186	Nice05_02	7.3083152	43.6895811	Lewinella	genus	5
wilderlab_Nice05_01_UM_ea174a17	Nice05_01	7.3083152	43.6895811	Agarivorans	genus	10
wilderlab_Nice05_02_UM_ea174a17	Nice05_02	7.3083152	43.6895811	Agarivorans	genus	9
wilderlab_Sweden01_HD_3cf8d074	Sweden01	17.42194444	60.74250000	Philodina	genus	19
wilderlab_Nice07_02_CI_d61b7a70	Nice07_02	7.2339643	43.6822367	Tripterygion	genus	18
wilderlab_Nice07_02_UM_c6c67006	Nice07_02	7.2339643	43.6822367	Prevotella	genus	18
wilderlab_Nice07_01_UM_4624d486	Nice07_01	7.2339643	43.6822367	Tyzzerella	genus	6
wilderlab_Nice07_02_UM_4624d486	Nice07_02	7.2339643	43.6822367	Tyzzerella	genus	12
wilderlab_Nice07_02_GF_035be558	Nice07_02	7.2339643	43.6822367	Pichia	genus	18
wilderlab_Nice03_01_GF_c96758e9	Nice03_01	7.2836251	43.6952017	Phialophora	genus	18
wilderlab_Nice03_02_UM_b320f4bc	Nice03_02	7.2836251	43.6952017	Propionivibrio	genus	18
wilderlab_Nice07_02_RV_a67af8b2	Nice07_02	7.2339643	43.6822367	Parablennius	genus	17
wilderlab_Nice07_02_UM_ab817a7a	Nice07_02	7.2339643	43.6822367	Oscillibacter	genus	17
wilderlab_Nice07_02_UM_4195a5ab	Nice07_02	7.2339643	43.6822367	Propionivibrio	genus	17
wilderlab_Nice01_01_WV_d1279f27	Nice01_01	7.2902988	43.6921280	Scandia	genus	17
wilderlab_Nice01_01_UM_af7afc82	Nice01_01	7.2902988	43.6921280	Reinekea	genus	17
wilderlab_Nice01_01_BX_23d168ba	Nice01_01	7.2902988	43.6921280	Leptochiton	genus	8
wilderlab_Nice01_02_BX_23d168ba	Nice01_02	7.2902988	43.6921280	Leptochiton	genus	9
wilderlab_Nice01_02_WV_e9c33ba7	Nice01_02	7.2902988	43.6921280	Eudendrium	genus	9
wilderlab_Nice04_02_WV_e9c33ba7	Nice04_02	7.2938607	43.6864926	Eudendrium	genus	8
wilderlab_Nice02_01_UM_79f82064	Nice02_01	7.2854731	43.6980647	Desulfobacter	genus	17
